Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Song ID,Genre,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
74,74,8,2021-07-23--2021-07-30,Loco,"80,93,413","Justin Quiles, Chimbala, Zion & Lennox",2895789,6PDlkWmrq2ZKiUuFt2aQsH,"['latin', 'reggaeton', 'trap latino']",13-05-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11",87,0.77,0.899,-2.981,0.0494,0.222,0.0894,128.05,231604,0.851,G#/Ab
75,75,4,2021-07-23--2021-07-30,Love Tonight - Edit,"80,06,336",Shouse,27116,6OufwUcCqo81guU2jAlDVP,['aussietronica'],14-12-2017,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09",87,0.727,0.681,-7.114,0.0265,0.00214,0.0861,123.028,241970,0.448,F
76,12,11,2021-05-28--2021-06-04,ZITTI E BUONI,"79,75,148",Måneskin,3377762,776AftMmFFAWUIEAb3lHhw,"['indie rock italiano', 'italian pop']",19-03-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-03-05--2021-03-12",86,0.625,0.939,-3.115,0.0669,0.00138,0.424,102.999,194787,0.644,E
77,2,23,2021-03-12--2021-03-19,telepatía,"79,12,399",Kali Uchis,1999954,6tDDoYIxWvMLTdKpjFkc1B,"['colombian pop', 'pop']",04-12-2020,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26",88,0.653,0.524,-9.016,0.0502,0.112,0.203,83.97,160191,0.553,B
78,9,14,2021-04-23--2021-04-30,Botella Tras Botella,"77,35,223","Gera MX, Christian Nodal",2043294,2MnLkFqY9Rpg9s3Zv6ZJdK,"['mexican hip hop', 'rap conciencia']",23-04-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30",87,0.727,0.546,-4.572,0.0437,0.656,0.122,106.891,197333,0.69,C
79,7,24,2021-05-07--2021-05-14,Fiel,"77,17,211","Los Legendarios, Wisin, Jhay Cortez",31488,7Bk0uXKk1uPT0XuQbpFzvs,"['reggaeton', 'trap latino']",04-02-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19",88,0.849,0.701,-4.407,0.06,0.407,0.112,98.005,261667,0.505,F#/Gb
80,1,83,2020-02-14--2020-02-21,Dance Monkey,"76,87,058",Tones And I,2819593,2XU0oxnq2qxCpomAAuJY8K,"['australian pop', 'pop']",17-10-2019,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",83,0.824,0.588,-6.4,0.0924,0.692,0.149,98.027,209438,0.513,F#/Gb
81,7,34,2021-02-05--2021-02-12,WITHOUT YOU,"76,42,130",The Kid LAROI,2230022,27OeeYzk6klgBh83TSvGMA,['australian hip hop'],06-11-2020,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11",87,0.662,0.413,-7.357,0.0299,0.213,0.134,93.005,161385,0.467,C
82,6,21,2021-03-05--2021-03-12,Wants and Needs (feat. Lil Baby),"76,37,626",Drake,56308172,65OVbaJR5O1RmwOQx0875b,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",05-03-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12",87,0.578,0.449,-6.349,0.286,0.0618,0.119,136.006,192956,0.1,C#/Db
83,83,2,2021-07-23--2021-07-30,Bezos I,"75,16,291",Bo Burnham,1042079,0Kdj7nwaYQmvhxnqZaIQuW,['comic'],10-06-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23",84,0.694,0.948,-5.307,0.0361,0.00936,0.139,115.044,58149,0.705,D
84,76,3,2020-03-27--2020-04-03,Love Again,"74,65,445",Dua Lipa,1250353,2sN1pMv6d2t5GlvN6IBMlK,[],13-08-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2020-03-27--2020-04-03",0,0.659,0.667,-4.668,0.0339,0.00173,0.1,115.982,258004,0.468,B
85,32,28,2021-04-30--2021-05-07,Goosebumps - Remix,"74,52,633","Travis Scott, HVME",17719446,5uEYRdEIh9Bo4fpjDd4Na9,"['rap', 'slap house']",15-01-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22",87,0.841,0.593,-7.846,0.0379,0.418,0.124,124.917,162803,0.808,C#/Db
86,11,55,2020-10-09--2020-10-16,Head & Heart (feat. MNEK),"74,34,252",Joel Corry,207547,6cx06DFPPHchuUAcTxznu9,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",03-07-2020,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17",87,0.734,0.874,-3.158,0.0662,0.168,0.0489,122.953,166028,0.905,G#/Ab
87,42,20,2021-04-23--2021-04-30,BED,"73,83,369","Joel Corry, RAYE, David Guetta",207547,0siYMEsGrzzzlWLXK5zJfS,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",26-02-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19",87,0.671,0.782,-4.593,0.0341,0.0142,0.333,123.989,178088,0.618,F#/Gb
88,78,8,2021-07-02--2021-07-09,Iko Iko (My Bestie),"73,81,585","Justin Wellington, Small Jam",18228,7MC4XR9M9amdmKQr2iDF7i,"['melanesian pop', 'pacific islands pop', 'png pop']",03-06-2019,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11",87,0.862,0.753,-5.356,0.0625,0.131,0.077,105.039,182857,0.827,F
89,89,1,2021-07-23--2021-07-30,Better Believe,"73,65,053","Belly, The Weeknd, Young Thug",203972,3zs87EV3EZSh2UpiXxT52Y,"['canadian hip hop', 'canadian trap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'trap soul', 'underground hip hop']",22-07-2021,2021-07-23--2021-07-30,80,0.797,0.573,-7.85,0.319,0.159,0.144,124.995,206629,0.445,C
90,23,25,2021-04-02--2021-04-09,Arcade,"73,53,795",Duncan Laurence,287361,1Xi84slp6FryDSCbzq4UCD,['dutch pop'],07-03-2019,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12",84,0.45,0.329,-12.603,0.0441,0.818,0.135,71.884,183624,0.266,A
91,55,13,2021-05-28--2021-06-04,512,"73,36,542","Mora, Jhay Cortez",151486,5jzEwSyyymBlf1fa1o39T2,"['reggaeton', 'trap latino']",05-02-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07",87,0.818,0.673,-7.542,0.148,0.348,0.172,87.961,193636,0.695,E
92,1,40,2020-10-30--2020-11-06,positions,"72,44,853",Ariana Grande,67158068,35mvY5S1H3J2QZyna3TFe0,"['dance pop', 'pop', 'post-teen pop']",30-10-2020,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30",86,0.737,0.802,-4.771,0.0878,0.468,0.0931,144.015,172325,0.682,C
93,6,84,2019-12-27--2020-01-03,Circles,"71,56,162",Post Malone,33651775,21jGcNKet2qwijlDFuPiPb,"['dfw rap', 'melodic rap', 'rap']",06-09-2019,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",87,0.695,0.762,-3.497,0.0395,0.192,0.0863,120.042,215280,0.553,C
94,94,1,2021-07-23--2021-07-30,Blaues Licht,"70,84,292","RAF Camora, Bonez MC",1329531,08EPQiLMyGB8GJX2EiVoCM,['german hip hop'],16-07-2021,2021-07-23--2021-07-30,78,0.819,0.835,-4.899,0.102,0.398,0.252,144.955,144264,0.703,G#/Ab
95,75,10,2021-07-02--2021-07-09,Ram Pam Pam,"70,64,003","Natti Natasha, Becky G",6341942,4DHDIdeayp8xvlyg22wREO,"['latin', 'latin pop', 'rap latina', 'reggaeton', 'trap latino']",20-04-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28",86,0.908,0.813,-2.749,0.0777,0.305,0.278,97.018,200785,0.924,F
96,96,4,2021-07-23--2021-07-30,In Da Getto,"69,84,262","J Balvin, Skrillex",1250353,5lGtPshEJlsJgmqKLi41LY,[],12-08-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09",2,0.915,0.72,-3.126,0.0459,0.025,0.0942,126.986,131067,0.631,G#/Ab
97,97,3,2021-07-23--2021-07-30,Woman,"68,58,466",Doja Cat,8640063,6Uj1ctrBOjOas8xZXGqKk4,"['dance pop', 'pop']",25-06-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-06-25--2021-07-02",86,0.824,0.764,-4.175,0.0854,0.0888,0.117,107.998,172627,0.881,F
98,60,8,2021-06-18--2021-06-25,t r a n s p a r e n t s o u l feat. Travis Barker,"68,53,994",WILLOW,1521837,1QL7nSDZCwZMnbisV4KOXt,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",27-04-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11",85,0.39,0.83,-5.201,0.0563,0.0021,0.156,90.021,168030,0.191,B
99,99,2,2021-07-23--2021-07-30,Clash (feat. Stormzy),"68,25,463",Dave,1427540,2oUwMN5VfdGX10XeQJLBBi,['uk hip hop'],08-07-2021,"2021-07-23--2021-07-30
2021-07-09--2021-07-16",79,0.871,0.519,-6.549,0.258,0.313,0.0869,140.013,251733,0.532,D
100,22,83,2020-02-07--2020-02-14,Before You Go,"68,13,800",Lewis Capaldi,8384096,2gMXnyrvIjhVBUZwvLZDMP,"['pop', 'uk pop']",22-11-2019,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",83,0.459,0.575,-4.858,0.0573,0.604,0.0885,111.881,215107,0.183,D#/Eb
101,52,19,2020-03-27--2020-04-03,Levitating,"67,99,831",Dua Lipa,27142474,463CkQjx2Zk1yXoBuierM9,"['dance pop', 'pop', 'uk pop']",01-10-2020,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03",89,0.702,0.825,-3.787,0.0601,0.00883,0.0674,102.977,203064,0.915,F#/Gb
102,85,5,2021-07-09--2021-07-16,Reckless,"67,11,375",Madison Beer,3363988,5ajjAnNRh8bxFvaVHzpPjh,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",04-06-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02",86,0.386,0.426,-6.642,0.0363,0.807,0.14,180.104,203385,0.261,D#/Eb
103,103,5,2021-07-23--2021-07-30,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]","67,09,106",BANDIDO,16074,7COGuXyTr12KvdaYXMqheC,[],16-06-2021,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02",85,0.769,0.812,-2.088,0.0825,0.281,0.0781,180.003,280274,0.926,C#/Db
